年月,縣市,用電性質,售電量(度),用電佔比(%),,
11012,台北市,工業,47077465,4.15,,
11012,桃園市,住宅,408507731,16.98,,
11012,桃園市,服務業,336645127,13.99,,
11012,桃園市,農林漁牧,3609634,0.15,,
11012,桃園市,工業,1657192732,68.88,,
11012,台中市,住宅,494941537,17.62,,
11012,台中市,服務業,453785832,16.16,,
11012,台中市,農林漁牧,12943967,0.46,,
11012,台中市,工業,1846814952,65.76,,
11012,台南市,住宅,330676800,12.87,,
11012,台南市,服務業,246221004,9.58,,
11012,台南市,農林漁牧,33863813,1.32,,
11012,台南市,工業,1958155720,76.22,,
11012,高雄市,住宅,411751459,16.38,,
11012,高雄市,服務業,427044207,16.99,,
11012,高雄市,農林漁牧,20606383,0.82,,
11012,高雄市,工業,1654785549,65.82,,
11012,宜蘭縣,住宅,76183986,26.41,,
11012,宜蘭縣,服務業,62528666,21.67,,
11012,宜蘭縣,農林漁牧,5109855,1.77,,
11012,宜蘭縣,工業,144687808,50.15,,
11012,新竹縣,住宅,108804986,13.31,,
11012,新竹縣,服務業,84709097,10.37,,
11012,新竹縣,農林漁牧,1613747,0.2,,
11012,新竹縣,工業,622101179,76.12,,
11012,苗栗縣,住宅,79326743,12.72,,
11012,苗栗縣,服務業,55820789,8.95,,
11012,苗栗縣,農林漁牧,2706933,0.43,,
11012,苗栗縣,工業,485749862,77.89,,
11012,彰化縣,住宅,200030990,20.39,,
11012,彰化縣,服務業,184482385,18.8,,
11012,彰化縣,農林漁牧,39220702,4,,
11012,彰化縣,工業,557414568,56.81,,
11012,南投縣,住宅,83343511,32.96,,
11012,南投縣,服務業,54087035,21.39,,
11012,南投縣,農林漁牧,8971241,3.55,,
11012,南投縣,工業,106480904,42.11,,
11012,雲林縣,住宅,112416852,23.86,,
11012,雲林縣,服務業,66129975,14.04,,
11012,雲林縣,農林漁牧,33629453,7.14,,
11012,雲林縣,工業,258934251,54.96,,
11012,嘉義縣,住宅,70992533,27.61,,
11012,嘉義縣,服務業,43869174,17.06,,
11012,嘉義縣,農林漁牧,21560025,8.38,,
11012,嘉義縣,工業,120727104,46.95,,
11012,屏東縣,住宅,131846482,33.18,,
11012,屏東縣,服務業,92206775,23.21,,
11012,屏東縣,農林漁牧,62884069,15.83,,
11012,屏東縣,工業,110373705,27.78,,
11012,台東縣,住宅,35708210,45.08,,
11012,台東縣,服務業,30205664,38.13,,
11012,台東縣,農林漁牧,2737500,3.46,,
11012,台東縣,工業,10556143,13.33,,
11012,花蓮縣,住宅,54629425,26.62,,
11012,花蓮縣,服務業,56662464,27.62,,
11012,花蓮縣,農林漁牧,2241826,1.09,,
11012,花蓮縣,工業,91652247,44.67,,
11012,基隆市,住宅,60083321,50.54,,
11012,基隆市,服務業,40281199,33.88,,
11012,基隆市,農林漁牧,11355,0.01,,
11012,基隆市,工業,18514443,15.57,,
11012,新竹市,住宅,73662990,8.32,,
11012,新竹市,服務業,94928836,10.72,,
11012,新竹市,農林漁牧,726889,0.08,,
11012,新竹市,工業,716509059,80.89,,
11012,嘉義市,住宅,44292169,47.2,,
11012,嘉義市,服務業,40919793,43.61,,
11012,嘉義市,農林漁牧,595455,0.63,,
11012,嘉義市,工業,8032361,8.56,,
11012,澎湖縣,住宅,15010950,45.73,,
11012,澎湖縣,服務業,13238108,40.33,,
11012,澎湖縣,農林漁牧,384038,1.17,,
11012,澎湖縣,工業,4190783,12.77,,
11012,金門縣,住宅,9709296,45.04,,
11012,金門縣,服務業,8808052,40.86,,
11012,金門縣,農林漁牧,312586,1.45,,
11012,金門縣,工業,2727725,12.65,,
11012,連江縣,住宅,109829,35.92,,
11012,連江縣,服務業,2931788,52.11,,
11012,連江縣,農林漁牧,6853,0.12,,
11012,連江縣,工業,666817,11.85,,
11011,新北市,住宅,855667280,44.23,,
11011,新北市,服務業,548503645,28.35,,
11011,新北市,農林漁牧,2545555,0.13,,
11011,新北市,工業,527962921,27.29,,
11011,台北市,住宅,539006246,39.47,,
11011,台北市,服務業,765780475,56.07,,
11011,台北市,農林漁牧,1013171,0.07,,
11011,台北市,工業,59956329,4.39,,
11011,桃園市,住宅,432149296,17.75,,
11011,桃園市,服務業,356516989,14.64,,
11011,桃園市,農林漁牧,3690174,0.15,,
11011,桃園市,工業,1642861678,67.46,,
11011,台中市,住宅,627911150,21.06,,
11011,台中市,服務業,504800229,16.93,,
11011,台中市,農林漁牧,14129047,0.47,,
11011,台中市,工業,1833991293,61.53,,
11011,台南市,住宅,402305179,15.17,,
11011,台南市,服務業,270695215,10.21,,
11011,台南市,農林漁牧,37412827,1.41,,
11011,台南市,工業,1941363422,73.21,,
11011,高雄市,住宅,642508040,23.35,,
11011,高雄市,服務業,465802293,16.93,,
11011,高雄市,農林漁牧,20760788,0.75,,
11011,高雄市,工業,1622301441,58.96,,
11011,宜蘭縣,住宅,85820572,29.04,,
11011,宜蘭縣,服務業,70541028,23.87,,
11011,宜蘭縣,農林漁牧,5907496,2,,
11011,宜蘭縣,工業,133282457,45.1,,
11011,新竹縣,住宅,122917806,14.88,,
11011,新竹縣,服務業,86640445,10.49,,
11011,新竹縣,農林漁牧,2113710,0.26,,
11011,新竹縣,工業,614216938,74.37,,
11011,苗栗縣,住宅,115576309,17.16,,
11011,苗栗縣,服務業,62589466,9.29,,
11011,苗栗縣,農林漁牧,2854015,0.42,,
11011,苗栗縣,工業,492671538,73.13,,
11011,彰化縣,住宅,250282705,23.94,,
11011,彰化縣,服務業,189595089,18.14,,
11011,彰化縣,農林漁牧,45492566,4.35,,
11011,彰化縣,工業,560072762,53.57,,
11011,南投縣,住宅,76266734,30.58,,
11011,南投縣,服務業,57225287,22.95,,
11011,南投縣,農林漁牧,9455652,3.79,,
11011,南投縣,工業,106412932,42.67,,
11011,雲林縣,住宅,143428843,27.4,,
11011,雲林縣,服務業,77779829,14.86,,
11011,雲林縣,農林漁牧,37628349,7.19,,
11011,雲林縣,工業,264621313,50.55,,
11011,嘉義縣,住宅,97174695,32.25,,
11011,嘉義縣,服務業,48433731,16.08,,
11011,嘉義縣,農林漁牧,24585064,8.16,,
11011,嘉義縣,工業,131085859,43.51,,
11011,屏東縣,住宅,163196863,37.53,,
11011,屏東縣,服務業,99028146,22.77,,
11011,屏東縣,農林漁牧,61161254,14.07,,
11011,屏東縣,工業,111452227,25.63,,
11011,台東縣,住宅,37185038,44.67,,
11011,台東縣,服務業,33065883,39.72,,
11011,台東縣,農林漁牧,2679850,3.22,,
11011,台東縣,工業,10310975,12.39,,
11011,花蓮縣,住宅,59421144,27.33,,
11011,花蓮縣,服務業,61277095,28.18,,
11011,花蓮縣,農林漁牧,2102523,0.97,,
11011,花蓮縣,工業,94621256,43.52,,
11011,基隆市,住宅,64586626,50.9,,
11011,基隆市,服務業,43526753,34.31,,
11011,基隆市,農林漁牧,5336,0,,
11011,基隆市,工業,18761520,14.79,,
11011,新竹市,住宅,113279587,12.22,,
11011,新竹市,服務業,104513107,11.28,,
11011,新竹市,農林漁牧,786038,0.08,,
11011,新竹市,工業,708152074,76.41,,
11011,嘉義市,住宅,54683309,49.7,,
11011,嘉義市,服務業,46810728,42.55,,
11011,嘉義市,農林漁牧,595162,0.54,,
11011,嘉義市,工業,7933427,7.21,,
11011,澎湖縣,住宅,20319941,47.04,,
11011,澎湖縣,服務業,18257029,42.26,,
11011,澎湖縣,農林漁牧,414487,0.96,,
11011,澎湖縣,工業,4206993,9.74,,
11011,金門縣,住宅,14595316,48.89,,
11011,金門縣,服務業,11257582,37.71,,
11011,金門縣,農林漁牧,343267,1.15,,
11011,金門縣,工業,3659670,12.26,,
11011,連江縣,住宅,2910433,44.52,,
11011,連江縣,服務業,2995121,45.82,,
11011,連江縣,農林漁牧,6750,0.1,,
11011,連江縣,工業,624382,9.55,,
11010,新北市,住宅,990430952,46.19,,
11010,新北市,服務業,584840744,27.28,,
11010,新北市,農林漁牧,2388911,0.11,,
11010,新北市,工業,566386351,26.42,,
11010,台北市,住宅,611087438,40.46,,
11010,台北市,服務業,842796300,55.8,,
11010,台北市,農林漁牧,1251204,0.08,,
11010,台北市,工業,55351740,3.66,,
11010,桃園市,住宅,594707482,21.49,,
11010,桃園市,服務業,416880451,15.06,,
11010,桃園市,農林漁牧,5414600,0.2,,
11010,桃園市,工業,1750366260,63.25,,
11010,台中市,住宅,682151364,21.54,,
11010,台中市,服務業,541177198,17.09,,
11010,台中市,農林漁牧,16426497,0.52,,
11010,台中市,工業,1927505588,60.86,,
11010,台南市,住宅,438919997,15.43,,
11010,台南市,服務業,293352863,10.31,,
11010,台南市,農林漁牧,42248115,1.49,,
11010,台南市,工業,2069800732,72.77,,
11010,高雄市,住宅,525064643,19.32,,
11010,高雄市,服務業,497473546,18.3,,
11010,高雄市,農林漁牧,22171059,0.82,,
11010,高雄市,工業,1673623311,61.57,,
11010,宜蘭縣,住宅,108673540,31.85,,
11010,宜蘭縣,服務業,74692364,21.89,,
11010,宜蘭縣,農林漁牧,7706088,2.26,,
11010,宜蘭縣,工業,150110716,44,,
11010,新竹縣,住宅,158636768,17.27,,
11010,新竹縣,服務業,101895803,11.09,,
11010,新竹縣,農林漁牧,2325640,0.25,,
11010,新竹縣,工業,655825445,71.39,,
11010,苗栗縣,住宅,116555697,16.59,,
11010,苗栗縣,服務業,67459442,9.6,,
11010,苗栗縣,農林漁牧,3421889,0.49,,
11010,苗栗縣,工業,515140477,73.32,,
11010,彰化縣,住宅,272347988,24.4,,
11010,彰化縣,服務業,209456582,18.77,,
11010,彰化縣,農林漁牧,54762337,4.91,,
11010,彰化縣,工業,579487029,51.92,,
11010,南投縣,住宅,99397497,35.1,,
11010,南投縣,服務業,62268655,21.99,,
11010,南投縣,農林漁牧,10642693,3.76,,
11010,南投縣,工業,110843004,39.15,,
11010,雲林縣,住宅,146407056,26.83,,
11010,雲林縣,服務業,78823397,14.45,,
11010,雲林縣,農林漁牧,44616826,8.18,,
11010,雲林縣,工業,275737511,50.54,,
11010,嘉義縣,住宅,92099810,29.5,,
11010,嘉義縣,服務業,51108676,16.37,,
11010,嘉義縣,農林漁牧,28331943,9.08,,
11010,嘉義縣,工業,140655677,45.05,,
11010,屏東縣,住宅,158705706,35.76,,
11010,屏東縣,服務業,103999014,23.43,,
11010,屏東縣,農林漁牧,67188573,15.14,,
11010,屏東縣,工業,113950268,25.67,,
11010,台東縣,住宅,47037053,48.45,,
11010,台東縣,服務業,36685953,37.79,,
11010,台東縣,農林漁牧,2964476,3.05,,
11010,台東縣,工業,10390070,10.7,,
11010,花蓮縣,住宅,76117192,33.31,,
11010,花蓮縣,服務業,67003699,29.32,,
11010,花蓮縣,農林漁牧,2546260,1.11,,
11010,花蓮縣,工業,82867538,36.26,,
11010,基隆市,住宅,87898639,55.6,,
11010,基隆市,服務業,49705184,31.44,,
11010,基隆市,農林漁牧,14761,0.01,,
11010,基隆市,工業,20470771,12.95,,
11010,新竹市,住宅,115689447,11.71,,
11010,新竹市,服務業,116702236,11.81,,
11010,新竹市,農林漁牧,997437,0.1,,
11010,新竹市,工業,754857287,76.38,,
11010,嘉義市,住宅,5801088,50.05,,
11010,嘉義市,服務業,48487535,41.83,,
11010,嘉義市,農林漁牧,747479,0.64,,
11010,嘉義市,工業,8661469,7.47,,
11010,澎湖縣,住宅,19527147,46.12,,
11010,澎湖縣,服務業,17829543,42.11,,
11010,澎湖縣,農林漁牧,474675,1.12,,
11010,澎湖縣,工業,4505418,10.64,,
11010,金門縣,住宅,14210315,48.06,,
11010,金門縣,服務業,10953929,37.05,,
11010,金門縣,農林漁牧,415287,1.4,,
11010,金門縣,工業,3989349,13.49,,
11010,連江縣,住宅,2938322,40.01,,
11010,連江縣,服務業,3671527,49.99,,
11010,連江縣,農林漁牧,10311,0.14,,
11010,連江縣,工業,723952,9.86,,
11009,新北市,住宅,1031508233,46,,
11009,新北市,服務業,620616730,27.68,,
11009,新北市,農林漁牧,2988285,0.13,,
11009,新北市,工業,587319054,26.19,,
11009,台北市,住宅,656940979,40.8,,
11009,台北市,服務業,886802200,55.07,,
11009,台北市,農林漁牧,1291042,0.08,,
11009,台北市,工業,65177321,4.05,,
11009,桃園市,住宅,506445319,19,,
11009,桃園市,服務業,416380230,15.62,,
11009,桃園市,農林漁牧,5027693,0.19,,
11009,桃園市,工業,1737495292,65.19,,
11009,台中市,住宅,668925051,21.41,,
11009,台中市,服務業,541737210,17.34,,
11009,台中市,農林漁牧,16271996,0.52,,
11009,台中市,工業,1897145026,60.73,,
11009,台南市,住宅,416834238,15.12,,
11009,台南市,服務業,280410097,10.17,,
11009,台南市,農林漁牧,41095798,1.49,,
11009,台南市,工業,107563388,73.22,,
11009,高雄市,住宅,673186950,24.08,,
11009,高雄市,服務業,488584959,17.47,,
11009,高雄市,農林漁牧,21833235,0.78,,
11009,高雄市,工業,1612497532,57.67,,
11009,宜蘭縣,住宅,103619837,30.69,,
11009,宜蘭縣,服務業,79264835,23.48,,
11009,宜蘭縣,農林漁牧,7845571,2.32,,
11009,宜蘭縣,工業,146902931,43.51,,
11009,新竹縣,住宅,140640515,15.62,,
11009,新竹縣,服務業,92891891,10.32,,
11009,新竹縣,農林漁牧,2557499,0.28,,
11009,新竹縣,工業,664079964,73.77,,
11009,苗栗縣,住宅,130284635,18.53,,
11009,苗栗縣,服務業,68669807,9.77,,
11009,苗栗縣,農林漁牧,3272297,0.47,,
11009,苗栗縣,工業,500894539,71.24,,
11009,彰化縣,住宅,260752968,24,,
11009,彰化縣,服務業,199612247,18.38,,
11009,彰化縣,農林漁牧,52741175,4.86,,
11009,彰化縣,工業,573188426,52.77,,
11009,南投縣,住宅,77826924,30.41,,
11009,南投縣,服務業,57603409,22.51,,
11009,南投縣,農林漁牧,9186118,3.59,,
11009,南投縣,工業,111313971,43.49,,
11009,雲林縣,住宅,144877937,26.64,,
11009,雲林縣,服務業,82065897,15.09,,
11009,雲林縣,農林漁牧,42709553,7.85,,
11009,雲林縣,工業,274120910,50.41,,
11009,嘉義縣,住宅,98615945,33.28,,
11009,嘉義縣,服務業,51326646,17.32,,
11009,嘉義縣,農林漁牧,27077954,9.14,,
11009,嘉義縣,工業,119312830,40.26,,
11009,屏東縣,住宅,167392064,37.85,,
11009,屏東縣,服務業,99536031,22.51,,
11009,屏東縣,農林漁牧,61935075,14.01,,
11009,屏東縣,工業,113338211,25.63,,
11009,台東縣,住宅,42112714,45.89,,
11009,台東縣,服務業,35928863,39.15,,
11009,台東縣,農林漁牧,2934475,3.2,,
11009,台東縣,工業,10796458,11.76,,
11009,花蓮縣,住宅,71287166,32.92,,
11009,花蓮縣,服務業,68897265,31.81,,
11009,花蓮縣,農林漁牧,2670852,1.23,,
11009,花蓮縣,工業,73712246,34.04,,
11009,基隆市,住宅,77408110,52.19,,
11009,基隆市,服務業,50772155,34.23,,
11009,基隆市,農林漁牧,5713,0,,
11009,基隆市,工業,20136722,13.58,,
11009,新竹市,住宅,132855990,13.31,,
11009,新竹市,服務業,117047294,11.72,,
11009,新竹市,農林漁牧,957526,0.1,,
11009,新竹市,工業,747455534,74.87,,
11009,嘉義市,住宅,56312143,48.77,,
11009,嘉義市,服務業,48982507,42.42,,
11009,嘉義市,農林漁牧,617608,0.53,,
11009,嘉義市,工業,9564034,8.28,,
11009,澎湖縣,住宅,22277414,47.28,,
11009,澎湖縣,服務業,19762613,41.94,,
11009,澎湖縣,農林漁牧,486940,1.03,,
11009,澎湖縣,工業,4589720,9.74,,
11009,金門縣,住宅,16291509,48.53,,
11009,金門縣,服務業,12646281,37.67,,
11009,金門縣,農林漁牧,376214,1.12,,
11009,金門縣,工業,4254210,12.67,,
11009,連江縣,住宅,3616930,44.08,,
11009,連江縣,服務業,3821479,46.57,,
11009,連江縣,農林漁牧,9631,0.12,,
11009,連江縣,工業,758088,9.24,,
11008,新北市,住宅,1029156270,47.82,,
11008,新北市,服務業,529838956,24.62,,
11008,新北市,農林漁牧,2411543,0.11,,
11008,新北市,工業,590569315,27.44,,
11008,台北市,住宅,631540380,42.42,,
11008,台北市,服務業,801852205,53.86,,
11008,台北市,農林漁牧,1292092,0.09,,
11008,台北市,工業,54077565,3.63,,
11008,桃園市,住宅,591179981,21.19,,
11008,桃園市,服務業,394689260,14.15,,
11008,桃園市,農林漁牧,5092658,0.18,,
11008,桃園市,工業,1798768139,64.48,,
11008,台中市,住宅,639336766,20.7,,
11008,台中市,服務業,484207347,15.68,,
11008,台中市,農林漁牧,15715359,0.51,,
11008,台中市,工業,1949178224,63.11,,
11008,台南市,住宅,413271070,14.89,,
11008,台南市,服務業,263464737,9.49,,
11008,台南市,農林漁牧,38970071,1.4,,
11008,台南市,工業,2059847508,74.21,,
11008,高雄市,住宅,504660187,19.07,,
11008,高雄市,服務業,459599012,17.37,,
11008,高雄市,農林漁牧,20385369,0.77,,
11008,高雄市,工業,1661451078,62.79,,
11008,宜蘭縣,住宅,108067634,31.93,,
11008,宜蘭縣,服務業,68699118,20.3,,
11008,宜蘭縣,農林漁牧,7528350,2.22,,
11008,宜蘭縣,工業,154118443,45.54,,
11008,新竹縣,住宅,155250722,16.58,,
11008,新竹縣,服務業,91608183,9.79,,
11008,新竹縣,農林漁牧,2212429,0.24,,
11008,新竹縣,工業,687103193,73.39,,
11008,苗栗縣,住宅,109598056,16.05,,
11008,苗栗縣,服務業,62473974,9.15,,
11008,苗栗縣,農林漁牧,3206422,0.47,,
11008,苗栗縣,工業,507650302,74.33,,
11008,彰化縣,住宅,250132086,23.73,,
11008,彰化縣,服務業,197021476,18.69,,
11008,彰化縣,農林漁牧,52277993,4.96,,
11008,彰化縣,工業,554844116,52.63,,
11008,南投縣,住宅,93575201,34.3,,
11008,南投縣,服務業,55334332,20.28,,
11008,南投縣,農林漁牧,8813645,3.23,,
11008,南投縣,工業,115090325,42.19,,
11008,雲林縣,住宅,133014269,25.37,,
11008,雲林縣,服務業,72724203,13.87,,
11008,雲林縣,農林漁牧,40969165,7.81,,
11008,雲林縣,工業,277551791,52.94,,
11008,嘉義縣,住宅,85097477,30.73,,
11008,嘉義縣,服務業,46843291,16.91,,
11008,嘉義縣,農林漁牧,26035001,9.4,,
11008,嘉義縣,工業,118988204,42.96,,
11008,屏東縣,住宅,152684298,36,,
11008,屏東縣,服務業,93590133,22.07,,
11008,屏東縣,農林漁牧,61513212,14.51,,
11008,屏東縣,工業,116279559,27.42,,
11008,台東縣,住宅,46371744,49.5,,
11008,台東縣,服務業,33674887,35.95,,
11008,台東縣,農林漁牧,2779030,2.97,,
11008,台東縣,工業,10849453,11.58,,
11008,花蓮縣,住宅,77013351,33.72,,
11008,花蓮縣,服務業,64818863,28.38,,
11008,花蓮縣,農林漁牧,2659495,1.16,,
11008,花蓮縣,工業,83870850,36.73,,
11008,基隆市,住宅,89297708,56.89,,
11008,基隆市,服務業,46601753,29.69,,
11008,基隆市,農林漁牧,13598,0.01,,
11008,基隆市,工業,21050254,13.41,,
11008,新竹市,住宅,112560751,11.4,,
11008,新竹市,服務業,107712266,10.91,,
11008,新竹市,農林漁牧,965163,0.1,,
11008,新竹市,工業,765876851,77.59,,
11008,嘉義市,住宅,54882780,50.69,,
11008,嘉義市,服務業,42930490,39.65,,
11008,嘉義市,農林漁牧,631366,0.58,,
11008,嘉義市,工業,9821336,9.07,,
11008,澎湖縣,住宅,18410648,46.62,,
11008,澎湖縣,服務業,16050649,40.64,,
11008,澎湖縣,農林漁牧,468624,1.19,,
11008,澎湖縣,工業,4560058,11.55,,
11008,金門縣,住宅,12844032,45.63,,
11008,金門縣,服務業,10588832,37.61,,
11008,金門縣,農林漁牧,391192,1.39,,
11008,金門縣,工業,4326707,15.37,,
11008,連江縣,住宅,2763602,38.6,,
11008,連江縣,服務業,3593552,50.19,,
11008,連江縣,農林漁牧,7008,0.1,,
11008,連江縣,工業,795360,11.11,,
11007,新北市,住宅,953081021,45.54,,
11007,新北市,服務業,539815698,25.8,,
11007,新北市,農林漁牧,2747316,0.13,,
11007,新北市,工業,596973848,28.53,,
11007,台北市,住宅,609381213,41.55,,
11007,台北市,服務業,793483846,54.1,,
11007,台北市,農林漁牧,1264440,0.09,,
11007,台北市,工業,62567810,4.27,,
11007,桃園市,住宅,454315149,17.13,,
11007,桃園市,服務業,378117825,14.25,,
11007,桃園市,農林漁牧,4772399,0.18,,
11007,桃園市,工業,1815651692,68.44,,
11007,台中市,住宅,630611443,20.5,,
11007,台中市,服務業,478495444,15.56,,
11007,台中市,農林漁牧,14994823,0.49,,
11007,台中市,工業,1951691821,63.45,,
11007,台南市,住宅,408190090,14.72,,
11007,台南市,服務業,253730445,9.15,,
11007,台南市,農林漁牧,38002546,1.37,,
11007,台南市,工業,2072257104,74.75,,
11007,高雄市,住宅,663338144,23.72,,
11007,高雄市,服務業,453478657,16.22,,
11007,高雄市,農林漁牧,20026302,0.72,,
11007,高雄市,工業,1659408381,59.34,,
11007,宜蘭縣,住宅,90120894,28.06,,
11007,宜蘭縣,服務業,67957164,21.16,,
11007,宜蘭縣,農林漁牧,7616072,2.37,,
11007,宜蘭縣,工業,155443905,48.4,,
11007,新竹縣,住宅,123462506,13.7,,
11007,新竹縣,服務業,82573706,9.16,,
11007,新竹縣,農林漁牧,2350537,0.26,,
11007,新竹縣,工業,692921390,76.88,,
11007,苗栗縣,住宅,11711069,17.21,,
11007,苗栗縣,服務業,62583764,9.19,,
11007,苗栗縣,農林漁牧,3134178,0.46,,
11007,苗栗縣,工業,497864696,73.14,,
11007,彰化縣,住宅,240663900,22.5,,
11007,彰化縣,服務業,186128605,17.4,,
11007,彰化縣,農林漁牧,50052447,4.68,,
11007,彰化縣,工業,592821197,55.42,,
11007,南投縣,住宅,73425086,29.47,,
11007,南投縣,服務業,50533179,20.28,,
11007,南投縣,農林漁牧,8552367,3.43,,
11007,南投縣,工業,116668049,46.82,,
11007,雲林縣,住宅,139742261,26.02,,
11007,雲林縣,服務業,75764068,14.11,,
11007,雲林縣,農林漁牧,41039828,7.64,,
11007,雲林縣,工業,280438968,52.22,,
11007,嘉義縣,住宅,96419721,34.59,,
11007,嘉義縣,服務業,48178320,17.28,,
11007,嘉義縣,農林漁牧,25137655,9.02,,
11007,嘉義縣,工業,109023334,39.11,,
11007,屏東縣,住宅,168568186,38.08,,
11007,屏東縣,服務業,91971056,20.78,,
11007,屏東縣,農林漁牧,61226663,13.83,,
11007,屏東縣,工業,120929097,27.32,,
11007,台東縣,住宅,38940456,45.92,,
11007,台東縣,服務業,31889574,37.61,,
11007,台東縣,農林漁牧,2801130,3.3,,
11007,台東縣,工業,11167226,13.17,,
11007,花蓮縣,住宅,63280085,28.68,,
11007,花蓮縣,服務業,62768388,28.44,,
11007,花蓮縣,農林漁牧,2685180,1.22,,
11007,花蓮縣,工業,91940212,41.66,,
11007,基隆市,住宅,67423045,50.82,,
11007,基隆市,服務業,44900852,33.84,,
11007,基隆市,農林漁牧,4948,0,,
11007,基隆市,工業,20344676,15.33,,
11007,新竹市,住宅,119314937,11.97,,
11007,新竹市,服務業,106794888,10.71,,
11007,新竹市,農林漁牧,911961,0.09,,
11007,新竹市,工業,769720608,77.22,,
11007,嘉義市,住宅,55937647,50.77,,
11007,嘉義市,服務業,43716610,39.68,,
11007,嘉義市,農林漁牧,633795,0.58,,
11007,嘉義市,工業,9881508,8.97,,
11007,澎湖縣,住宅,20531408,46.67,,
11007,澎湖縣,服務業,18087859,41.12,,
11007,澎湖縣,農林漁牧,440517,1,,
11007,澎湖縣,工業,4932559,11.21,,
11007,金門縣,住宅,12984872,45,,
11007,金門縣,服務業,11316932,39.22,,
11007,金門縣,農林漁牧,305667,1.06,,
11007,金門縣,工業,4247960,14.72,,
11007,連江縣,住宅,2923921,41.38,,
11007,連江縣,服務業,3374676,47.76,,
11007,連江縣,農林漁牧,5594,0.08,,
11007,連江縣,工業,761110,10.77,,
11006,新北市,住宅,762093185,42.13,,
11006,新北市,服務業,485797620,26.85,,
11006,新北市,農林漁牧,2226685,0.12,,
11006,新北市,工業,558879322,30.89,,
11006,台北市,住宅,470480803,37.96,,
11006,台北市,服務業,719859856,58.08,,
11006,台北市,農林漁牧,1219839,0.1,,
11006,台北市,工業,47900634,3.86,,
11006,桃園市,住宅,465679185,18.25,,
11006,桃園市,服務業,367883167,14.42,,
11006,桃園市,農林漁牧,4635469,0.18,,
11006,桃園市,工業,1713632360,67.15,,
11006,台中市,住宅,541911895,18.74,,
11006,台中市,服務業,466557844,16.13,,
11006,台中市,農林漁牧,14933684,0.52,,
11006,台中市,工業,1868562464,64.61,,
11006,台南市,住宅,374090968,14.2,,
11006,台南市,服務業,253369148,9.62,,
11006,台南市,農林漁牧,36816404,1.4,,
11006,台南市,工業,1969341814,74.78,,
11006,高雄市,住宅,456781231,18.04,,
11006,高雄市,服務業,443481828,17.51,,
11006,高雄市,農林漁牧,20423651,0.81,,
11006,高雄市,工業,1612012077,63.65,,
11006,宜蘭縣,住宅,84103377,28.55,,
11006,宜蘭縣,服務業,60972885,20.7,,
11006,宜蘭縣,農林漁牧,6984965,2.37,,
11006,宜蘭縣,工業,142496881,48.38,,
11006,新竹縣,住宅,117699954,13.77,,
11006,新竹縣,服務業,82682847,9.67,,
11006,新竹縣,農林漁牧,1899174,0.22,,
11006,新竹縣,工業,652651431,76.34,,
11006,苗栗縣,住宅,89345623,14.07,,
11006,苗栗縣,服務業,56560401,8.91,,
11006,苗栗縣,農林漁牧,3306081,0.52,,
11006,苗栗縣,工業,485767097,76.5,,
11006,彰化縣,住宅,221873239,21.39,,
11006,彰化縣,服務業,185115666,17.84,,
11006,彰化縣,農林漁牧,48605322,4.69,,
11006,彰化縣,工業,581851177,56.08,,
11006,南投縣,住宅,88940918,33.69,,
11006,南投縣,服務業,54471129,20.63,,
11006,南投縣,農林漁牧,9836594,3.73,,
11006,南投縣,工業,110763160,41.95,,
11006,雲林縣,住宅,141187064,26.76,,
11006,雲林縣,服務業,78321194,14.84,,
11006,雲林縣,農林漁牧,42714249,8.09,,
11006,雲林縣,工業,265442989,50.31,,
11006,嘉義縣,住宅,86359125,32.66,,
11006,嘉義縣,服務業,46168051,17.46,,
11006,嘉義縣,農林漁牧,27777316,10.51,,
11006,嘉義縣,工業,104078625,39.37,,
11006,屏東縣,住宅,155454937,36.7,,
11006,屏東縣,服務業,90866346,21.45,,
11006,屏東縣,農林漁牧,65783634,15.53,,
11006,屏東縣,工業,111527638,26.33,,
11006,台東縣,住宅,39765557,47.21,,
11006,台東縣,服務業,31056042,36.87,,
11006,台東縣,農林漁牧,2721214,3.23,,
11006,台東縣,工業,10682561,12.68,,
11006,花蓮縣,住宅,62996942,29.34,,
11006,花蓮縣,服務業,59921193,27.91,,
11006,花蓮縣,農林漁牧,2385775,1.11,,
11006,花蓮縣,工業,89389959,41.64,,
11006,基隆市,住宅,64363217,50.82,,
11006,基隆市,服務業,42342547,33.43,,
11006,基隆市,農林漁牧,10701,0.01,,
11006,基隆市,工業,19925446,15.73,,
11006,新竹市,住宅,86866493,9.39,,
11006,新竹市,服務業,99422282,10.75,,
11006,新竹市,農林漁牧,972978,0.11,,
11006,新竹市,工業,737630819,79.75,,
11006,嘉義市,住宅,49982490,49.16,,
11006,嘉義市,服務業,41796222,41.11,,
11006,嘉義市,農林漁牧,736330,0.72,,
11006,嘉義市,工業,9164668,9.01,,
11006,澎湖縣,住宅,15832459,42.33,,
11006,澎湖縣,服務業,16506791,44.13,,
11006,澎湖縣,農林漁牧,413756,1.11,,
11006,澎湖縣,工業,4650605,12.43,,
11006,金門縣,住宅,9309195,40.73,,
11006,金門縣,服務業,9381756,41.05,,
11006,金門縣,農林漁牧,284462,1.24,,
11006,金門縣,工業,3878121,16.97,,
11006,連江縣,住宅,1990266,34.07,,
11006,連江縣,服務業,3122492,53.45,,
