TOWNCODE,COUNTYNAME,TOWNNAME,郵遞區號,行政區,electricity_consume_residential,electricity_consume_commercial,electricity_consume_total,electricity_price_industrial,electricity_price_commercial
67000290.0,臺南市,關廟區,718,關廟,2873.8844528118684,16106.725292803196,292806770.0,0.08748538011695907,0.10959064327485381
67000300.0,臺南市,龍崎區,719,龍崎,2289.9682628697615,15975.427028114727,12074075.2,0.08748538011695907,0.10959064327485381
67000100.0,臺南市,官田區,720,官田,2677.5094120787776,12260.628142643129,810190902.2,0.08748538011695907,0.10959064327485381
67000070.0,臺南市,麻豆區,721,麻豆,2838.005590289906,12925.576125442154,400267825.8,0.08748538011695907,0.10959064327485381
67000120.0,臺南市,佳里區,722,佳里,2901.7529891530694,12212.814116245683,335166881.2,0.08748538011695907,0.10959064327485381
67000140.0,臺南市,西港區,723,西港,2840.5617572354763,15996.767608935572,129468706.4,0.08748538011695907,0.10959064327485381
67000150.0,臺南市,七股區,724,七股,3097.6686947251533,13715.876677223063,127707259.6,0.08748538011695907,0.10959064327485381
67000160.0,臺南市,將軍區,725,將軍,2470.3646682364715,11754.844418617251,89688447.4,0.08748538011695907,0.10959064327485381
67000130.0,臺南市,學甲區,726,學甲,2736.9951046797323,9718.201156843475,245630455.6,0.08748538011695907,0.10959064327485381
67000170.0,臺南市,北門區,727,北門,2843.9429163896502,11335.027338899148,56022159.0,0.08748538011695907,0.10959064327485381
67000010.0,臺南市,新營區,730,新營,2910.957696595303,11980.533082740589,735830767.6,0.08748538011695907,0.10959064327485381
67000050.0,臺南市,後壁區,731,後壁,2489.6449227839066,12983.30538706671,144786151.2,0.08748538011695907,0.10959064327485381
67000030.0,臺南市,白河區,732,白河,2510.911208398281,11215.643391034504,132322052.2,0.08748538011695907,0.10959064327485381
67000060.0,臺南市,東山區,733,東山,2292.0075315158456,8600.31587133627,62764867.4,0.08748538011695907,0.10959064327485381
67000090.0,臺南市,六甲區,734,六甲,2478.001281051444,9661.742461379841,79001182.8,0.08748538011695907,0.10959064327485381
67000080.0,臺南市,下營區,735,下營,2648.7254986681933,9851.194573970804,79757789.6,0.08748538011695907,0.10959064327485381
67000040.0,臺南市,柳營區,736,柳營,2599.590492121263,13605.112254303775,351158287.0,0.08748538011695907,0.10959064327485381
67000020.0,臺南市,鹽水區,737,鹽水,2779.5763292614956,8758.630024106355,450530553.2,0.08748538011695907,0.10959064327485381
67000190.0,臺南市,善化區,741,善化,2814.69276755489,14964.167770487611,5563155108.2,0.08748538011695907,0.10959064327485381
67000110.0,臺南市,大內區,742,大內,2157.9355822571442,10394.10355996959,27275379.0,0.08748538011695907,0.10959064327485381
67000220.0,臺南市,山上區,743,山上,2503.206598515485,17221.491993110583,273808858.2,0.08748538011695907,0.10959064327485381
67000200.0,臺南市,新市區,744,新市,3307.128181548592,17976.94722933298,6623237410.0,0.08748538011695907,0.10959064327485381
67000210.0,臺南市,安定區,745,安定,3027.092710088445,20068.644705924125,2361034614.2,0.08748538011695907,0.10959064327485381
64000060.0,高雄市,新興區,800,新興區,3392.5932571598955,15233.202668966424,334351389.6,0.08748538011695907,0.10959064327485381
